OB,KODE_OBJEK,NAMA,HARGA_SATUAN
OB,5-01-OTS02-069-000-00,"Label Abilify Discmelt 15 mg, Uk. 100 x 17 mm, Semicoat Adhesive Label, Sesuai Approval Otsuka no. FR/MPD/2/TD/344/2011 tgl 29 Nov 2011",1.0
OB,5-01-JCL01-001-000-00,LABEL APOTIK,1.0
OB,5-01-TRS01-012-000-02,Label Barcode 100 x 80,76.8596
OB,5-01-TRS01-00259,Label Barcode Blank 200 x 80 mm,143.8271
OB,5-01-TRS01-003-000-02,"Label Barcode Blank, Uk : 222 x 103 mm",210.5579
OB,5-01-TRS01-004-000-00,"Label Barcode Blank, Uk : 222 x 38 mm",107.4816
OB,5-01-TRS01-007-000-01,"Label Barcode Blank, Uk : 222 x 67 mm",144.7942
OB,5-01-TRS01-006-000-01,"Label Barcode Blank, Uk : 273 x 104 mm",1.0
OB,5-01-TRS01-00159,Label Barcode Green 100 x 80 ,1.0
OB,5-01-TRS01-00258,Label Barcode Green Uk. 200 x 80 mm,166.355
OB,5-01-TRS01-008-000-02,"Label Barcode Green, Uk. 273 x 104 mm ( Desain Baru No. 235-A/LJ/V/2013, TGL. 16-05-2013)",1.0
OB,5-01-TRS01-009-000-02,"Label Barcode Pink, Uk. 273 x 104 mm (Desain Baru No. 235-B/LJ/V/2013, TGL. 16-05-2013 )",1.0
OB,5-01-TRS01-00160,"Label Barcode Red, 273 x 104",1.0
OB,5-01-JND01-5-01-00070,Label Barcode semicoated porforasi 2 Line,21.7642
OB,5-01-TRS01-00143,"Label Barcode Yellow, Uk. 273 x 104",1.0
OB,5-01-TRS01-005-000-01,"Label Barcode, Uk : 150 x 67 mm",1.0
OB,5-01-KFM01-00309,Label Bawah MB Creme 20g,18.8198
OB,5-01-KFM01-00312,Label Bawah MB Invisible 20 Gr,19.1826
OB,5-01-KFM01-00311,Label Bawah MB Natural Beige 20 Gr,121.01
OB,5-01-KFM01-00310,Label Bawah MB Pink 20g,20.4524
OB,5-01-KFM01-00441,Label Bawah MB White 20g,1.0
OB,5-01-KFM01-00175,Label Belakang Pembersih Wajah Venus Pouch,1.0
OB,5-01-SUP01-013-000-00,"Label Bintang 620, Uk. 10.4 x 6.5 cm, Stc Artpaper + Varnish",1.0
OB,5-01-ADI01-002-000-02,"Label Biru Farmasi 1 Line 6,4 x 3,2 cm",1.0
OB,5-01-KTS01-005-000-00,Label Blank 40 x 100 mm,52.633
OB,5-01-WIL01-029-000-02,"Label Blank A4, Uk. 300 x 210 mm ",634.4861
OB,5-01-TMF01-00543,Label Blank Avenger Trial,1.0
OB,5-01-ADI01-003-000-00,"Label Blank HVS, 2 Line (1 lbr 16 pc)",1.0
OB,5-01-TRS01-00237,Label Blank HVS/Cutting Sticker uk. 30 x 48 mm (U/export) 1 Sheet A4=36 pcs,31.0078
OB,5-01-APL01-00124,Label Blank Semicoat uk. 10 x 15 cm,201.7825
OB,5-01-RSR01-001-000-00,"LABEL BLANK Uk. 76 x 25 mm, Bahan: Art Paper",1.0
OB,5-01-APL01-019-000-02,Label blank ukuran 10 x 15 cm,255.4162
OB,5-01-OTS02-092-000-00,"Label Botol 5% Dextrose (export), Uk. 105 x 60 mm, Semicoat Adhesive Label, 70 gr",1.0
OB,5-01-OTS02-091-000-00,"Label Botol Hartman (Export), Uk. 105 x 60 mm, Semicoat Adhesive Label,70 gr",1.0
OB,5-01-SGN01-006-000-01,LABEL BOX PUTIH MENGKILAT UK. 7X13 CM ADA BLOK BIRU TEXT NORTON,1.0
OB,5-01-SRH01-001-000-01,"Label CF Putih 5,8 x 3,8 cm",1.0
OB,,LABEL CHACKRA ENERGY HEALING,154.6716
OB,5-01-WAX01-015-000-03,LABEL CHACKRA ENERGY HEALING,175.0899
OB,5-01-WAX01-014-000-02,LABEL CHACKRA ENERGY LOVE,154.6716
OB,5-01-WAX01-021-000-01,LABEL CHACKRA ENERGY MONEY,154.6716
OB,5-01-WAX01-214-000-00,Label Chakra  LU-03 Wagner,1.0
OB,5-01-WAX01-220-000-01,LABEL CHAKRA AJNA GOLD,427.4917
OB,5-01-WAX01-5-01-00035,Label Chakra Ajna Wagner,186.6325
OB,5-01-WAX01-267-000-00,Label Chakra Ajna Wagner ,1.0
OB,5-01-WAX01-218-000-01,LABEL CHAKRA ANAHATA GOLD,1.0
OB,5-01-WAX01-5-01-00036,Label Chakra Anahata Wagner,186.6325
OB,5-01-WAX01-266-000-00,Label Chakra Anahata Wagner ,1.0
OB,5-01-WAX01-5-01-00016,Label Chakra Energy Abundance,1.0
OB,5-01-WAX01-001-000-03,LABEL CHAKRA ENERGY HAPPINESS,175.0899
OB,5-01-WAX01-002-000-01,Label Chakra Energy Positive Energy,175.0899
OB,5-01-WAX01-217-000-01,LABEL CHAKRA MANIPURA GOLD,1.0
OB,5-01-WAX01-5-01-00025,Label Chakra Manipura Wagner,218.8763
OB,5-01-WAX01-256-000-00,Label Chakra Manipura Wagner,1.0
OB,5-01-WAX01-215-000-01,LABEL CHAKRA MULADHARA GOLD,286.4762
OB,5-01-WAX01-5-01-00034,Label Chakra Muladhara Wagner,218.8763
OB,5-01-WAX01-268-000-00,Label Chakra Muladhara Wagner ,1.0
OB,5-01-WAX01-238-000-03,LABEL CHAKRA SAHASRARA GOLD,427.4917
